Protein_ID,Sequence_Length,Molecular_Weight_kDa,Isoelectric_Point,Hydrophobicity,Secondary_Structure,Buffer_Type,Precipitant_Type,Precipitant_Concentration_%,pH,Temperature_C,Crystallization_Method,Crystallized
P12341,421,24.82,6.19,0.468,Alpha,HEPES,Ammonium sulfate,35.77,5.0,4,Vapor diffusion,0
P12342,666,57.49,6.68,-0.687,Alpha,HEPES,MPD,14.81,8.5,20,Vapor diffusion,0
P12343,649,72.27,4.67,-0.774,Alpha,Phosphate,MPD,25.43,4.9,25,Free interface diffusion,0
P12344,563,66.46,9.01,0.382,Mixed,Tris,Ethanol,9.97,8.3,25,Sitting-drop,1
P12345,921,67.8,9.34,0.034,Alpha,Phosphate,MPD,30.85,4.1,20,Free interface diffusion,0
P12346,133,69.5,8.6,-0.256,Beta,Citrate,Ammonium sulfate,23.89,8.5,20,Dialysis,0
P12347,92,148.38,7.5,0.45,Mixed,Tris,MPD,37.7,5.3,25,Vapor diffusion,1
P12348,715,33.01,7.42,-0.089,Beta,Tris,PEG 3350,29.05,5.0,37,Batch under oil,0
P12349,888,116.46,6.82,-0.07,Alpha,Citrate,PEG 3350,39.35,7.5,20,Counter-diffusion,0
P12350,983,85.01,5.39,-0.969,Alpha,Tris,PEG 3350,33.44,8.8,4,Free interface diffusion,0
P12351,655,64.98,6.3,-0.368,Alpha,Phosphate,MPD,23.55,7.9,37,Counter-diffusion,0
P12352,859,96.86,9.94,-0.99,Mixed,Phosphate,Ethanol,12.88,7.1,20,Hanging-drop,0
P12353,182,128.76,4.87,0.848,Beta,HEPES,Ethanol,16.91,5.3,25,Batch under oil,0
P12354,444,72.66,7.26,-0.412,Alpha,Phosphate,MPD,18.14,6.2,20,Microbatch,0
P12355,114,130.4,9.2,-0.639,Alpha,Phosphate,MPD,36.96,8.7,37,Free interface diffusion,0
P12356,339,18.6,6.72,-0.818,Alpha,Tris,PEG 3350,14.01,8.4,4,Dialysis,0
P12357,425,99.7,7.63,-0.907,Mixed,Phosphate,MPD,30.28,5.2,25,Microbatch,0
P12358,818,53.31,8.97,0.772,Mixed,Phosphate,Ethanol,25.58,8.8,37,Batch under oil,0
P12359,516,61.07,7.29,-0.663,Alpha,Citrate,PEG 3350,11.01,5.3,37,Dialysis,0
P12360,947,87.8,8.39,0.235,Beta,Citrate,MPD,14.39,9.4,20,Hanging-drop,0
P12361,262,74.59,6.08,0.302,Alpha,Tris,Ammonium sulfate,14.94,8.1,20,Counter-diffusion,0
P12362,197,60.36,8.4,-0.365,Mixed,Citrate,Ethanol,11.27,7.9,37,Dialysis,1
P12363,622,49.71,4.25,0.666,Alpha,Phosphate,PEG 3350,32.46,7.2,4,Vapor diffusion,0
P12364,520,94.66,4.92,-0.572,Beta,Tris,PEG 3350,15.96,8.7,20,Hanging-drop,0
P12365,198,78.31,7.82,-0.857,Mixed,Phosphate,PEG 3350,23.68,8.9,25,Vapor diffusion,1
P12366,137,51.88,6.69,-0.863,Beta,HEPES,Ethanol,30.79,5.4,37,Counter-diffusion,0
P12367,373,34.72,8.97,-0.399,Beta,HEPES,Ammonium sulfate,38.91,8.4,37,Batch under oil,0
P12368,944,117.3,6.05,-0.074,Alpha,Citrate,MPD,36.86,4.9,4,Microbatch,0
P12369,445,120.96,8.6,0.259,Mixed,Phosphate,Ethanol,12.42,6.2,37,Microbatch,0
P12370,839,36.0,4.83,0.457,Mixed,Citrate,PEG 3350,36.29,9.0,20,Microbatch,0
P12371,453,42.94,9.58,-0.643,Mixed,Tris,MPD,34.61,5.7,20,Dialysis,1
P12372,131,39.68,6.51,0.368,Beta,Phosphate,Ethanol,6.05,6.4,37,Microbatch,0
P12373,690,133.26,5.39,-0.635,Mixed,HEPES,Ammonium sulfate,35.96,6.3,25,Sitting-drop,1
P12374,335,117.25,8.73,0.994,Beta,Citrate,Ammonium sulfate,23.71,7.1,4,Dialysis,1
P12375,431,15.81,9.69,0.918,Mixed,Phosphate,MPD,11.71,8.6,25,Counter-diffusion,0
P12376,914,125.74,9.51,-0.795,Alpha,Phosphate,MPD,39.84,7.0,25,Batch under oil,0
P12377,841,10.34,5.43,0.31,Beta,HEPES,Ethanol,15.92,9.2,20,Batch under oil,0
P12378,319,41.71,8.03,0.807,Alpha,Tris,Ammonium sulfate,11.57,8.8,4,Dialysis,0
P12379,341,138.25,7.28,-0.839,Alpha,HEPES,Ethanol,11.06,7.4,20,Batch under oil,0
P12380,502,130.33,8.35,-0.752,Alpha,Tris,Ethanol,23.42,6.4,37,Hanging-drop,1
P12381,764,118.31,6.92,-0.306,Alpha,Citrate,MPD,11.12,5.8,25,Free interface diffusion,0
P12382,73,71.34,6.82,-0.809,Beta,Citrate,Ammonium sulfate,23.19,7.4,20,Counter-diffusion,0
P12383,912,51.61,9.3,0.771,Mixed,Citrate,PEG 3350,30.8,8.4,37,Microbatch,0
P12384,360,132.82,9.23,0.751,Beta,Citrate,Ethanol,38.2,6.8,37,Counter-diffusion,0
P12385,510,100.28,8.73,0.897,Alpha,Tris,PEG 3350,17.87,8.8,20,Hanging-drop,0
P12386,257,47.85,8.23,-0.59,Alpha,Tris,Ammonium sulfate,39.16,5.6,20,Dialysis,0
P12387,841,72.16,8.07,-0.909,Mixed,Citrate,PEG 3350,39.61,8.7,37,Microbatch,0
P12388,766,132.82,4.34,-0.111,Alpha,Citrate,Ethanol,25.58,7.7,4,Batch under oil,0
P12389,713,136.0,8.5,0.761,Beta,Phosphate,Ammonium sulfate,15.59,5.6,4,Microbatch,0
P12390,487,100.6,7.83,0.277,Beta,Phosphate,Ethanol,34.86,6.3,20,Free interface diffusion,0
P12391,587,111.22,5.81,0.997,Beta,HEPES,Ammonium sulfate,6.86,4.2,4,Free interface diffusion,0
P12392,755,10.7,8.92,0.811,Beta,Tris,Ethanol,20.42,9.0,25,Counter-diffusion,0
P12393,385,92.67,8.99,-0.214,Alpha,HEPES,PEG 3350,27.18,8.2,4,Hanging-drop,0
P12394,471,104.9,9.59,-0.921,Mixed,Tris,Ethanol,39.35,7.4,25,Dialysis,1
P12395,799,7.95,6.51,-0.99,Beta,Tris,PEG 3350,29.34,9.3,25,Vapor diffusion,1
P12396,370,127.36,7.31,0.288,Alpha,Citrate,Ethanol,13.09,9.1,37,Batch under oil,0
P12397,546,139.6,9.44,0.832,Beta,Citrate,Ethanol,34.87,9.0,4,Vapor diffusion,0
P12398,636,39.5,5.9,-0.112,Mixed,HEPES,Ethanol,28.02,5.7,4,Batch under oil,1
P12399,996,127.64,8.78,0.749,Alpha,Citrate,Ethanol,35.26,5.2,20,Dialysis,0
P12400,212,101.5,9.95,0.133,Beta,Citrate,MPD,29.36,8.1,37,Vapor diffusion,0
P12401,860,89.2,7.91,-0.804,Mixed,Citrate,Ethanol,17.17,5.8,37,Free interface diffusion,0
P12402,590,127.25,9.9,0.597,Alpha,Phosphate,MPD,9.08,5.5,4,Batch under oil,0
P12403,214,46.41,7.09,-0.015,Alpha,Tris,Ammonium sulfate,29.21,5.4,20,Vapor diffusion,1
P12404,898,119.67,4.92,-0.898,Beta,Citrate,PEG 3350,12.11,4.4,25,Sitting-drop,0
P12405,747,50.61,5.05,0.629,Alpha,Citrate,PEG 3350,7.29,8.0,4,Counter-diffusion,0
P12406,615,119.18,8.39,0.515,Alpha,Tris,MPD,15.25,4.0,20,Dialysis,1
P12407,344,70.4,4.01,-0.085,Beta,HEPES,Ammonium sulfate,16.1,7.1,20,Microbatch,1
P12408,91,21.96,7.97,-0.961,Beta,Phosphate,Ethanol,39.74,5.5,20,Free interface diffusion,0
P12409,973,60.32,4.91,-0.306,Alpha,Phosphate,PEG 3350,24.72,7.7,20,Batch under oil,0
P12410,334,38.86,9.91,-0.13,Beta,Phosphate,MPD,39.65,9.2,25,Counter-diffusion,0
P12411,988,19.58,4.98,-0.669,Beta,Phosphate,Ammonium sulfate,32.04,7.8,37,Hanging-drop,0
P12412,436,20.99,7.31,-0.678,Alpha,Citrate,Ammonium sulfate,22.31,6.1,37,Hanging-drop,0
P12413,187,118.11,8.02,-0.666,Beta,Citrate,MPD,14.95,5.0,37,Vapor diffusion,0
P12414,236,132.8,8.92,-0.259,Mixed,Tris,Ammonium sulfate,12.85,5.9,25,Dialysis,1
P12415,959,139.43,6.76,0.635,Alpha,Phosphate,PEG 3350,13.2,6.5,25,Sitting-drop,0
P12416,765,128.82,9.6,0.519,Alpha,Phosphate,MPD,35.15,8.8,37,Sitting-drop,0
P12417,480,125.38,6.88,-0.98,Mixed,Citrate,MPD,18.87,9.4,25,Hanging-drop,0
P12418,603,14.98,5.51,-0.981,Beta,Phosphate,Ammonium sulfate,20.79,9.1,25,Sitting-drop,0
P12419,911,119.57,7.56,-0.845,Beta,Citrate,MPD,26.6,6.8,20,Batch under oil,0
P12420,465,118.58,7.95,-0.067,Beta,Tris,MPD,6.96,6.6,37,Hanging-drop,0
P12421,849,24.04,7.04,0.778,Alpha,HEPES,Ammonium sulfate,21.62,5.5,4,Microbatch,0
P12422,475,100.99,8.4,-0.635,Beta,Tris,MPD,5.56,6.1,20,Microbatch,0
P12423,465,70.61,6.52,-0.046,Beta,Citrate,PEG 3350,31.07,9.0,4,Counter-diffusion,0
P12424,75,135.5,4.03,-0.919,Alpha,HEPES,MPD,5.8,8.7,25,Vapor diffusion,0
P12425,420,105.83,5.59,-0.959,Alpha,Tris,Ammonium sulfate,29.68,4.8,4,Vapor diffusion,1
P12426,434,142.89,9.68,-0.985,Beta,Citrate,MPD,12.03,6.0,4,Batch under oil,0
P12427,105,20.21,8.58,0.473,Mixed,Citrate,PEG 3350,33.44,7.2,25,Sitting-drop,1
P12428,302,10.89,5.14,-0.952,Alpha,HEPES,Ethanol,16.08,4.6,37,Dialysis,1
P12429,683,146.17,4.4,-0.452,Mixed,HEPES,PEG 3350,36.66,5.9,20,Dialysis,1
P12430,155,16.63,6.1,0.29,Mixed,Phosphate,MPD,30.85,7.2,4,Counter-diffusion,0
P12431,179,61.0,9.02,0.237,Alpha,Citrate,PEG 3350,12.35,6.5,25,Dialysis,0
P12432,898,99.25,4.64,-0.89,Mixed,HEPES,Ethanol,35.96,8.8,4,Batch under oil,0
P12433,719,132.61,7.26,-0.487,Beta,Citrate,Ammonium sulfate,5.72,7.3,20,Free interface diffusion,0
P12434,425,41.91,5.65,0.279,Mixed,HEPES,Ammonium sulfate,26.73,7.7,20,Microbatch,1
P12435,792,9.21,8.36,-0.216,Beta,Tris,Ammonium sulfate,34.44,6.9,37,Free interface diffusion,0
P12436,357,80.59,4.0,-0.068,Alpha,Phosphate,PEG 3350,9.53,5.7,25,Free interface diffusion,0
P12437,140,73.31,5.66,-0.586,Beta,Phosphate,Ethanol,6.58,7.3,25,Dialysis,0
P12438,442,49.5,8.08,-0.924,Alpha,Tris,Ethanol,36.11,9.5,37,Batch under oil,0
P12439,583,131.72,7.28,-0.31,Mixed,Phosphate,Ammonium sulfate,15.37,5.1,37,Free interface diffusion,0
P12440,851,113.65,8.67,0.366,Alpha,HEPES,Ammonium sulfate,28.28,8.0,20,Batch under oil,1
P12441,159,129.43,4.95,0.533,Beta,HEPES,Ammonium sulfate,34.32,7.9,20,Batch under oil,0
P12442,610,28.46,7.19,0.185,Alpha,Phosphate,MPD,8.86,8.3,25,Dialysis,0
P12443,690,105.4,5.17,-0.214,Mixed,Citrate,MPD,18.21,6.4,4,Counter-diffusion,1
P12444,634,146.39,7.84,0.166,Mixed,Citrate,Ethanol,30.44,4.1,37,Batch under oil,0
P12445,389,93.73,4.79,0.41,Beta,Citrate,Ammonium sulfate,7.69,9.0,25,Dialysis,0
P12446,614,29.85,4.89,0.511,Beta,Tris,Ethanol,31.19,5.4,25,Batch under oil,0
P12447,405,149.39,5.97,-0.811,Alpha,Tris,PEG 3350,35.82,6.2,20,Vapor diffusion,1
P12448,941,81.61,6.41,0.606,Beta,Tris,MPD,32.82,8.6,25,Batch under oil,0
P12449,217,126.81,6.99,-0.873,Alpha,HEPES,Ammonium sulfate,13.37,8.8,37,Sitting-drop,0
P12450,606,26.66,7.48,0.741,Beta,Phosphate,PEG 3350,34.35,7.8,20,Microbatch,0
P12451,501,101.58,6.81,-0.216,Mixed,Tris,Ethanol,29.15,6.4,4,Dialysis,1
P12452,954,137.33,4.27,0.094,Mixed,HEPES,PEG 3350,31.15,7.5,20,Counter-diffusion,1
P12453,154,82.14,6.06,-0.42,Beta,HEPES,MPD,31.16,6.4,20,Free interface diffusion,0
P12454,199,46.86,4.37,-0.147,Alpha,HEPES,PEG 3350,20.75,5.1,37,Counter-diffusion,0
P12455,195,23.48,4.71,0.69,Mixed,Tris,Ammonium sulfate,36.54,5.9,4,Sitting-drop,1
P12456,765,47.91,4.56,-0.409,Alpha,Tris,Ammonium sulfate,9.34,7.3,20,Dialysis,1
P12457,923,56.46,4.95,0.128,Mixed,HEPES,MPD,38.56,4.5,20,Sitting-drop,1
P12458,348,107.94,8.88,0.294,Beta,Tris,Ethanol,5.23,4.1,25,Hanging-drop,0
P12459,216,30.9,7.77,-0.707,Beta,HEPES,Ethanol,31.89,4.0,37,Vapor diffusion,0
P12460,762,20.39,7.04,0.556,Beta,HEPES,Ethanol,11.51,4.6,25,Counter-diffusion,0
P12461,695,61.11,8.39,0.998,Mixed,Tris,Ethanol,7.26,4.8,25,Dialysis,1
P12462,772,71.5,9.77,-0.69,Beta,HEPES,PEG 3350,22.47,7.7,4,Microbatch,1
P12463,97,96.12,6.51,0.536,Beta,Tris,Ethanol,22.98,6.2,25,Sitting-drop,1
P12464,687,107.59,6.2,-0.706,Beta,Tris,MPD,28.4,4.2,25,Vapor diffusion,1
P12465,288,133.95,9.87,0.901,Alpha,Phosphate,PEG 3350,25.81,5.0,37,Microbatch,0
P12466,56,46.9,8.63,-0.178,Beta,HEPES,Ethanol,6.09,6.8,25,Counter-diffusion,0
P12467,513,81.65,8.66,0.96,Alpha,Citrate,Ammonium sulfate,12.15,7.4,25,Vapor diffusion,0
P12468,502,58.08,7.6,-0.864,Alpha,Tris,Ethanol,30.06,9.4,20,Sitting-drop,0
P12469,833,5.21,7.04,0.582,Mixed,HEPES,PEG 3350,37.98,6.9,37,Batch under oil,1
P12470,946,89.02,7.3,-0.053,Beta,Citrate,PEG 3350,31.81,4.7,25,Microbatch,0
P12471,420,123.29,7.91,-0.421,Mixed,Phosphate,PEG 3350,39.5,7.6,4,Vapor diffusion,1
P12472,598,10.28,6.26,0.496,Beta,Phosphate,MPD,9.35,7.3,4,Free interface diffusion,0
P12473,536,5.51,8.69,0.271,Alpha,Citrate,PEG 3350,38.55,5.9,25,Counter-diffusion,0
P12474,260,110.53,9.46,0.806,Mixed,Phosphate,MPD,18.09,7.6,37,Free interface diffusion,1
P12475,214,104.16,7.43,-0.502,Alpha,Citrate,MPD,24.61,9.1,20,Free interface diffusion,0
P12476,174,63.85,6.29,0.879,Beta,Phosphate,MPD,39.18,4.1,4,Dialysis,0
P12477,386,100.93,8.17,0.284,Mixed,Phosphate,PEG 3350,20.66,5.1,25,Hanging-drop,0
P12478,241,143.24,5.09,-0.099,Beta,HEPES,MPD,16.01,4.7,4,Microbatch,0
P12479,779,40.94,9.81,-0.894,Mixed,Phosphate,PEG 3350,32.68,7.9,37,Vapor diffusion,1
P12480,263,40.66,7.95,0.53,Beta,HEPES,PEG 3350,29.67,7.6,37,Dialysis,1
P12481,623,32.0,4.41,0.717,Alpha,Citrate,Ethanol,5.76,4.5,20,Hanging-drop,0
P12482,377,109.98,7.18,0.619,Alpha,Phosphate,Ethanol,21.98,4.7,4,Hanging-drop,0
P12483,430,56.21,8.5,0.471,Mixed,HEPES,MPD,37.31,8.7,25,Hanging-drop,0
P12484,722,148.36,5.67,0.939,Beta,Tris,Ethanol,24.15,7.3,4,Vapor diffusion,1
P12485,627,108.62,4.31,0.698,Beta,Citrate,Ammonium sulfate,26.47,6.8,25,Batch under oil,0
P12486,847,58.27,6.93,0.856,Alpha,Phosphate,PEG 3350,22.07,6.9,37,Counter-diffusion,0
P12487,288,26.63,9.0,0.461,Mixed,Citrate,Ethanol,25.51,4.9,37,Dialysis,1
P12488,581,90.84,5.51,0.64,Beta,Phosphate,Ammonium sulfate,15.35,6.2,20,Batch under oil,0
P12489,749,47.76,8.3,-0.422,Beta,Citrate,Ammonium sulfate,12.11,7.2,25,Counter-diffusion,0
P12490,131,136.3,6.45,0.338,Alpha,Citrate,MPD,18.73,6.7,4,Batch under oil,0
P12491,412,69.0,4.36,-0.589,Beta,HEPES,PEG 3350,13.13,6.4,37,Free interface diffusion,0
P12492,554,47.43,5.82,-0.861,Alpha,Citrate,Ammonium sulfate,36.87,5.6,25,Counter-diffusion,0
P12493,251,90.34,5.88,0.159,Mixed,Citrate,Ethanol,10.2,6.0,20,Vapor diffusion,1
P12494,969,24.86,9.43,0.566,Beta,Phosphate,PEG 3350,13.4,7.7,25,Free interface diffusion,0
P12495,553,86.42,9.89,-0.834,Beta,Citrate,Ethanol,32.63,9.3,25,Vapor diffusion,0
P12496,693,13.14,5.26,-0.637,Alpha,Citrate,Ethanol,8.57,8.9,4,Batch under oil,0
P12497,86,93.0,6.58,-0.814,Alpha,Tris,Ammonium sulfate,32.89,8.4,37,Sitting-drop,0
P12498,693,81.87,9.86,0.268,Beta,Citrate,MPD,25.24,7.9,20,Hanging-drop,0
P12499,638,80.51,6.44,-0.841,Alpha,HEPES,PEG 3350,21.12,6.4,25,Counter-diffusion,1
P12500,650,104.2,6.1,-0.813,Alpha,Tris,MPD,35.47,6.2,4,Free interface diffusion,0
P12501,451,11.45,4.66,-0.472,Mixed,Phosphate,Ammonium sulfate,18.95,7.6,37,Dialysis,1
P12502,814,71.66,8.52,-0.46,Alpha,Tris,MPD,14.57,5.0,20,Counter-diffusion,0
P12503,905,69.39,6.68,0.115,Beta,Citrate,Ammonium sulfate,24.01,9.1,37,Microbatch,0
P12504,755,71.67,7.83,-0.936,Alpha,Phosphate,Ethanol,24.52,4.6,25,Free interface diffusion,0
P12505,225,147.08,7.06,0.231,Beta,HEPES,Ethanol,9.3,4.6,37,Microbatch,0
P12506,594,25.2,5.05,-0.177,Beta,Tris,Ammonium sulfate,32.49,5.0,37,Batch under oil,0
P12507,619,105.11,5.06,-0.643,Alpha,Phosphate,Ethanol,18.1,4.4,37,Counter-diffusion,0
P12508,516,63.29,9.64,0.307,Beta,Tris,Ammonium sulfate,9.41,4.3,37,Batch under oil,0
P12509,250,79.2,9.34,-0.341,Mixed,Phosphate,PEG 3350,8.48,4.8,20,Batch under oil,0
P12510,589,115.55,7.66,0.655,Mixed,HEPES,Ethanol,24.78,5.8,20,Counter-diffusion,1
P12511,596,27.82,4.01,0.979,Beta,Tris,Ethanol,18.08,7.1,37,Dialysis,1
P12512,686,115.72,6.6,0.558,Mixed,Citrate,Ammonium sulfate,16.11,7.0,37,Hanging-drop,1
P12513,443,15.2,7.18,0.486,Alpha,Phosphate,Ammonium sulfate,21.1,4.4,25,Microbatch,0
P12514,882,75.08,6.7,-0.29,Alpha,Tris,Ethanol,32.73,7.8,4,Vapor diffusion,1
P12515,91,112.6,9.55,0.069,Alpha,Phosphate,PEG 3350,10.97,5.6,4,Microbatch,0
P12516,646,32.92,4.25,-0.895,Beta,Citrate,Ethanol,9.15,6.3,4,Batch under oil,0
P12517,442,116.78,7.93,0.455,Alpha,Phosphate,Ammonium sulfate,35.48,6.0,25,Dialysis,0
P12518,749,29.19,5.88,0.35,Alpha,HEPES,PEG 3350,33.4,6.7,20,Hanging-drop,0
P12519,672,120.89,7.36,-0.461,Beta,Phosphate,PEG 3350,10.72,4.2,4,Free interface diffusion,0
P12520,832,73.0,7.94,0.068,Mixed,Phosphate,PEG 3350,24.55,5.1,4,Free interface diffusion,0
P12521,490,104.27,6.64,0.359,Alpha,HEPES,MPD,24.03,4.8,20,Vapor diffusion,1
P12522,886,138.02,4.89,-0.264,Beta,Phosphate,MPD,32.1,8.4,25,Hanging-drop,0
P12523,666,64.22,7.11,0.451,Mixed,Phosphate,Ammonium sulfate,16.52,7.1,25,Counter-diffusion,1
P12524,555,38.78,9.6,0.593,Mixed,Phosphate,Ethanol,7.24,8.2,25,Hanging-drop,0
P12525,967,130.74,7.22,-0.553,Mixed,Tris,Ethanol,11.54,7.9,25,Vapor diffusion,1
P12526,369,28.43,4.74,-0.397,Alpha,HEPES,MPD,12.42,5.5,4,Counter-diffusion,0
P12527,602,96.56,8.94,-0.197,Mixed,Citrate,PEG 3350,21.28,6.8,4,Dialysis,1
P12528,264,138.87,5.33,-0.529,Mixed,Citrate,MPD,22.62,4.8,37,Free interface diffusion,0
P12529,120,102.79,6.22,0.551,Mixed,Citrate,Ethanol,12.18,8.3,37,Vapor diffusion,0
P12530,617,33.37,6.57,0.144,Alpha,Tris,Ammonium sulfate,16.16,5.1,20,Free interface diffusion,0
P12531,968,27.08,6.04,-0.24,Beta,Phosphate,Ethanol,32.45,9.4,20,Vapor diffusion,0
P12532,285,41.58,6.43,-0.968,Mixed,Phosphate,MPD,6.52,9.4,37,Sitting-drop,0
P12533,330,61.75,8.77,-0.348,Beta,Citrate,Ammonium sulfate,31.02,4.9,20,Vapor diffusion,0
P12534,666,28.08,5.34,0.673,Mixed,Citrate,PEG 3350,39.22,4.0,4,Batch under oil,0
P12535,951,120.68,6.82,0.487,Mixed,HEPES,PEG 3350,31.65,4.6,25,Vapor diffusion,1
P12536,936,56.77,4.12,-0.865,Alpha,Tris,Ammonium sulfate,37.62,6.2,4,Microbatch,0
P12537,211,140.73,7.05,0.603,Mixed,Phosphate,PEG 3350,14.21,8.3,25,Counter-diffusion,0
P12538,240,127.16,4.67,-0.642,Mixed,HEPES,Ethanol,23.12,8.7,25,Sitting-drop,1
P12539,58,136.78,5.69,0.974,Beta,Citrate,Ethanol,19.51,6.7,20,Dialysis,1
P12540,109,47.7,5.95,0.737,Alpha,Citrate,Ethanol,14.56,8.8,37,Counter-diffusion,0
P12541,942,88.19,4.49,0.827,Beta,HEPES,Ammonium sulfate,6.42,8.9,37,Sitting-drop,0
P12542,866,51.61,6.16,0.539,Beta,Phosphate,MPD,31.58,7.3,20,Hanging-drop,0
P12543,274,42.26,6.99,0.422,Beta,Phosphate,Ethanol,30.36,5.9,25,Vapor diffusion,0
P12544,868,93.03,6.59,-0.511,Beta,HEPES,PEG 3350,24.81,8.1,4,Vapor diffusion,1
P12545,749,123.61,5.68,0.173,Alpha,Phosphate,Ethanol,39.09,7.7,4,Counter-diffusion,0
P12546,631,18.57,5.77,0.393,Mixed,HEPES,Ethanol,35.35,6.6,20,Vapor diffusion,1
P12547,854,44.99,7.8,-0.424,Alpha,Citrate,Ammonium sulfate,24.69,8.2,37,Microbatch,0
P12548,336,34.74,8.31,-0.203,Mixed,Phosphate,PEG 3350,37.22,8.5,20,Vapor diffusion,0
P12549,218,120.76,7.46,0.894,Mixed,HEPES,Ethanol,24.59,7.6,25,Microbatch,1
P12550,111,140.34,9.86,-0.184,Beta,Phosphate,PEG 3350,34.31,4.1,37,Counter-diffusion,0
P12551,398,16.59,9.67,-0.369,Mixed,Tris,Ammonium sulfate,22.55,6.6,37,Dialysis,1
P12552,491,59.99,4.59,-0.786,Alpha,Phosphate,MPD,33.22,6.4,25,Counter-diffusion,0
P12553,63,137.6,5.57,-0.317,Mixed,Tris,Ammonium sulfate,20.64,8.9,25,Dialysis,1
P12554,213,54.97,9.21,0.224,Alpha,HEPES,Ethanol,25.0,6.8,20,Microbatch,1
P12555,469,108.34,4.18,-0.705,Alpha,Tris,Ethanol,11.86,6.1,37,Dialysis,1
P12556,806,19.6,7.55,0.211,Alpha,Tris,PEG 3350,26.64,5.7,25,Microbatch,0
P12557,896,69.44,9.73,0.482,Mixed,Tris,Ethanol,32.93,7.3,25,Counter-diffusion,1
P12558,569,77.98,8.07,0.536,Beta,HEPES,Ammonium sulfate,34.32,4.4,37,Microbatch,0
P12559,715,114.86,4.55,0.97,Alpha,Phosphate,Ammonium sulfate,31.91,8.8,37,Counter-diffusion,0
P12560,597,46.88,8.49,-0.131,Beta,Tris,Ammonium sulfate,5.39,7.4,25,Free interface diffusion,0
P12561,609,43.31,6.26,-0.935,Alpha,Tris,Ammonium sulfate,37.64,5.3,4,Batch under oil,0
P12562,646,48.93,9.53,0.709,Mixed,Citrate,Ammonium sulfate,7.04,5.6,25,Counter-diffusion,0
P12563,77,85.58,5.72,-0.833,Alpha,HEPES,Ethanol,29.82,9.0,20,Hanging-drop,0
P12564,757,132.02,6.84,0.723,Mixed,Citrate,PEG 3350,33.77,4.2,25,Microbatch,0
P12565,495,125.49,8.48,0.965,Mixed,Citrate,Ethanol,31.85,5.7,4,Sitting-drop,0
P12566,257,13.4,5.55,0.814,Mixed,HEPES,Ethanol,32.02,5.6,25,Vapor diffusion,1
P12567,519,132.45,5.09,0.928,Mixed,Phosphate,PEG 3350,12.83,8.1,20,Microbatch,0
P12568,765,18.79,4.02,-0.953,Beta,Phosphate,MPD,8.04,5.1,20,Vapor diffusion,0
P12569,868,65.23,6.93,-0.977,Mixed,Phosphate,Ethanol,21.57,4.4,25,Vapor diffusion,1
P12570,153,115.98,9.57,-0.579,Alpha,Phosphate,PEG 3350,27.11,6.1,20,Free interface diffusion,0
P12571,791,16.82,5.69,0.597,Beta,Tris,Ammonium sulfate,33.85,8.0,4,Batch under oil,0
P12572,475,10.86,4.26,-0.821,Beta,Citrate,Ammonium sulfate,17.34,4.3,37,Vapor diffusion,0
P12573,150,52.85,7.72,0.493,Beta,Tris,Ammonium sulfate,33.84,4.9,20,Counter-diffusion,0
P12574,590,110.84,4.34,-0.975,Beta,Tris,Ammonium sulfate,22.55,7.5,37,Batch under oil,1
P12575,688,80.65,7.04,0.462,Alpha,Tris,Ammonium sulfate,32.52,7.9,20,Microbatch,0
P12576,899,65.47,6.29,-0.5,Mixed,Phosphate,PEG 3350,12.94,4.0,37,Microbatch,0
P12577,571,122.9,6.85,-0.119,Alpha,HEPES,Ethanol,31.78,9.2,25,Free interface diffusion,0
P12578,155,116.17,4.98,0.953,Mixed,Citrate,PEG 3350,12.45,6.1,20,Hanging-drop,0
P12579,728,118.98,4.54,0.103,Beta,Citrate,MPD,7.84,6.0,20,Vapor diffusion,0
P12580,818,71.66,8.49,-0.851,Beta,HEPES,PEG 3350,32.51,8.6,4,Batch under oil,0
P12581,856,7.82,5.47,0.746,Beta,Tris,PEG 3350,32.34,4.6,4,Dialysis,0
P12582,326,29.96,8.8,-0.353,Beta,Tris,PEG 3350,8.86,5.3,25,Free interface diffusion,0
P12583,114,112.49,8.55,0.171,Mixed,Tris,PEG 3350,19.9,8.7,25,Vapor diffusion,1
P12584,832,114.21,5.19,0.424,Beta,Phosphate,MPD,6.09,7.1,37,Dialysis,0
P12585,949,145.98,9.45,0.555,Mixed,HEPES,Ammonium sulfate,30.27,7.4,25,Vapor diffusion,1
P12586,237,32.58,4.97,-0.135,Beta,Citrate,MPD,32.26,5.7,37,Dialysis,0
P12587,366,22.82,8.78,0.546,Alpha,Phosphate,Ethanol,28.49,6.9,4,Sitting-drop,1
P12588,965,25.12,6.52,-0.766,Beta,Phosphate,Ammonium sulfate,23.44,8.6,4,Vapor diffusion,0
P12589,187,31.79,5.1,0.051,Mixed,Citrate,PEG 3350,9.76,9.4,4,Batch under oil,0
P12590,392,81.63,9.63,-0.956,Mixed,HEPES,Ethanol,39.56,6.1,20,Counter-diffusion,1
P12591,154,146.41,9.78,-0.187,Alpha,Citrate,PEG 3350,13.97,4.9,20,Batch under oil,0
P12592,595,90.47,7.07,-0.27,Mixed,Citrate,MPD,34.35,6.0,37,Microbatch,0
P12593,429,80.79,6.82,0.956,Alpha,HEPES,Ammonium sulfate,7.67,5.9,37,Vapor diffusion,0
